trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.4, 'e': 0.024760055390093627}",20,12,14.544441482239733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.4, 'e': 0.02451245483619269}",20,14,12.247916994796944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.4, 'e': 0.024267330287830763}",20,14,11.17024702354925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.4, 'e': 0.024024656984952455}",20,6,22.451416660190198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.4, 'e': 0.02378441041510293}",30,14,26.217105469848686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.4, 'e': 0.0235465663109519}",25,14,23.025847584427495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.4, 'e': 0.02331110064784238}",20,13,13.405005000971377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.4, 'e': 0.02307798964136396}",20,3,25.12668555099492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.4, 'e': 0.022847209744950317}",20,10,17.293866468421765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.4, 'e': 0.022618737647500813}",20,8,17.492319775840954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.4, 'e': 0.022392550271025807}",20,0,29.90995557314425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.4, 'e': 0.022168624768315548}",20,11,16.78968202692109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.4, 'e': 0.021946938520632394}",35,20,25.092505197275486,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.4, 'e': 0.02172746913542607}",20,14,11.022744545885397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.4, 'e': 0.021510194444071807}",20,13,9.037349409084396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.4, 'e': 0.021295092499631088}",30,21,14.113609317438545,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.4, 'e': 0.02108214157463478}",20,5,21.713236096604152,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.4, 'e': 0.02087132015888843}",20,12,17.821339221260985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.4, 'e': 0.020662606957299545}",25,10,23.328084236444088,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.4, 'e': 0.02045598088772655}",20,2,30.507978388564055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.4, 'e': 0.020251421078849283}",25,13,22.512717408514188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.4, 'e': 0.02004890686806079}",35,25,18.519561972767182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.4, 'e': 0.019848417799380184}",30,18,27.951922357344596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.4, 'e': 0.01964993362138638}",25,11,26.82802236251171,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.4, 'e': 0.019453434285172516}",30,15,30.424601752483905,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.4, 'e': 0.01925889994232079}",20,10,18.635025799378006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.4, 'e': 0.019066310942897582}",20,15,10.318850461529001,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.4, 'e': 0.01887564783346861}",20,15,10.149615144317009,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.4, 'e': 0.018686891355133923}",20,12,14.34940399158575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.4, 'e': 0.01850002244158258}",20,16,6.794418177488373,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.4, 'e': 0.018315022217166757}",30,16,24.720067897019064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.4, 'e': 0.018131871994995087}",20,10,18.602075561488274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.4, 'e': 0.017950553275045137}",30,13,27.1959683786113,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.4, 'e': 0.017771047742294686}",35,13,36.88551102719407,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.4, 'e': 0.01759333726487174}",25,14,21.379646911986626,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.4, 'e': 0.017417403892223023}",25,13,24.660445932744103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.4, 'e': 0.01724322985330079}",20,5,26.87623336776627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.4, 'e': 0.017070797554767782}",30,14,31.201229409983167,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.4, 'e': 0.016900089579220106}",20,6,21.77410378523271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.4, 'e': 0.016731088683427903}",20,14,10.12338181347545,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.4, 'e': 0.016563777796593626}",30,18,24.947227584916135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.4, 'e': 0.016398140018627688}",30,12,21.273641433585993,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.4, 'e': 0.01623415861844141}",20,12,14.728720509403212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.4, 'e': 0.016071817032256998}",25,13,23.19105568174879,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.4, 'e': 0.015911098861934425}",20,1,34.6825258246265,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.4, 'e': 0.015751987873315082}",20,12,12.692198907883675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.4, 'e': 0.015594467994581931}",20,11,17.671769680591293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.4, 'e': 0.015438523314636111}",25,15,18.17642496137283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.4, 'e': 0.01528413808148975}",30,9,27.715318175772897,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.4, 'e': 0.015131296700674854}",25,15,18.5457959540755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.4, 'e': 0.014979983733668104}",30,19,19.437078685703845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.4, 'e': 0.014830183896331423}",30,21,16.137032934305854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.4, 'e': 0.014681882057368109}",25,15,20.94998352891809,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.4, 'e': 0.014535063236794427}",20,16,8.700300990237945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.4, 'e': 0.014389712604426484}",25,19,8.972889172658432,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.4, 'e': 0.014245815478382218}",35,21,24.992329807388174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.4, 'e': 0.014103357323598397}",30,22,14.088182865088624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.4, 'e': 0.013962323750362412}",35,21,28.004341568995432,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.4, 'e': 0.013822700512858787}",30,16,25.618626867453287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.4, 'e': 0.013684473507730199}",30,12,7.314980476189129,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
428,False,"{'a': 0.4, 'e': 0.013547628772652897}",30,13,34.039268986295525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.4, 'e': 0.013412152484926368}",20,6,20.999213064793437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.4, 'e': 0.013278030960077104}",25,17,10.773749284869304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.4, 'e': 0.013145250650476333}",30,3,47.55520041967533,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.4, 'e': 0.01301379814397157}",35,15,39.45091629452236,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.4, 'e': 0.012883660162531854}",25,15,21.46297047263969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.4, 'e': 0.012754823560906535}",20,14,12.663877010387981,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.4, 'e': 0.01262727532529747}",25,0,36.78190240924551,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.4, 'e': 0.012501002572044496}",25,13,23.042339795850967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.4, 'e': 0.01237599254632405}",30,21,16.083501737219937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.4, 'e': 0.012252232620860809}",30,16,25.058053779914893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.4, 'e': 0.012129710294652202}",20,3,26.780940368171432,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.4, 'e': 0.01200841319170568}",20,12,12.278685013928712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.4, 'e': 0.011888329059788622}",25,15,19.69567100043546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.4, 'e': 0.011769445769190735}",25,18,12.720774509310369,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.4, 'e': 0.011651751311498829}",35,3,53.4698216800079,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.4, 'e': 0.01153523379838384}",20,13,12.8400182847243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.4, 'e': 0.011419881460400001}",25,11,28.204586064198516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.4, 'e': 0.011305682645796001}",30,17,25.630724903443706,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.4, 'e': 0.011192625819338041}",20,6,24.610189116828373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.4, 'e': 0.011080699561144661}",20,13,16.22332659627195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.4, 'e': 0.010969892565533214}",35,18,32.83013111901823,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.4, 'e': 0.010860193639877882}",20,2,10.674845039249465,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.4, 'e': 0.010751591703479103}",25,17,17.17833301804754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.4, 'e': 0.010644075786444312}",20,10,17.08433004103969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.4, 'e': 0.01053763502857987}",20,11,15.77368205201661,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.4, 'e': 0.01043225867829407}",20,10,-1.4950608415483368,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
455,False,"{'a': 0.4, 'e': 0.01032793609151113}",20,13,14.31224600425173,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.4, 'e': 0.010224656730596018}",35,13,46.6239849683704,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.4, 'e': 0.010122410163290057}",20,16,7.273785849623954,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.4, 'e': 0.010021186061657156}",25,6,38.554793244041115,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.4, 'e': 0.009920974201040586}",30,21,19.366899856383384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.4, 'e': 0.009821764459030179}",25,15,17.312461394948215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.4, 'e': 0.009723546814439878}",25,15,20.176375422935465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.4, 'e': 0.009626311346295479}",25,12,21.87558517818549,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.4, 'e': 0.009530048232832523}",30,18,22.124249672899577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.4, 'e': 0.009434747750504199}",20,9,17.9309627663534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.4, 'e': 0.009340400272999157}",20,14,10.815796231912143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.4, 'e': 0.009246996270269165}",30,13,32.281872975909074,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.4, 'e': 0.009154526307566474}",25,6,27.48127942047093,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.4, 'e': 0.009062981044490808}",30,13,34.26135839102606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.4, 'e': 0.0089723512340459}",20,15,8.299432833192952,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.4, 'e': 0.00888262772170544}",25,18,10.921478815041723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.4, 'e': 0.008793801444488386}",20,0,28.959837930800298,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
472,False,"{'a': 0.4, 'e': 0.008705863430043502}",25,14,23.790375754381532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.4, 'e': 0.008618804795743068}",25,17,19.463145421208612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.4, 'e': 0.008532616747785637}",20,10,15.591283656185706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.4, 'e': 0.00844729058030778}",30,19,23.419481222360876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.4, 'e': 0.008362817674504702}",20,8,22.65014128593162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.4, 'e': 0.008279189497759656}",25,17,15.749694720841395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.4, 'e': 0.008196397602782058}",20,16,6.626877961021248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.4, 'e': 0.008114433626754238}",20,13,14.918455399347739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.4, 'e': 0.008033289290486696}",20,14,9.751198512848786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.4, 'e': 0.00795295639758183}",20,14,10.5726251275691,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.4, 'e': 0.00787342683360601}",25,7,31.167880179118953,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.4, 'e': 0.0077946925652699495}",25,18,12.414431966938052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.4, 'e': 0.00771674563961725}",25,0,38.36596529230115,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.4, 'e': 0.007639578183221077}",20,14,12.534918529324587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.4, 'e': 0.0075631824013888665}",20,11,16.87495031922381,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.4, 'e': 0.0074875505773749785}",20,3,13.26605894949832,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.4, 'e': 0.007412675071601228}",20,10,21.451809589832855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.4, 'e': 0.007338548320885216}",30,18,23.253892375733646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.4, 'e': 0.0072651628376763635}",30,13,32.141892091526366,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.4, 'e': 0.0071925112092996}",20,16,7.98543560064648,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.4, 'e': 0.007120586097206604}",30,7,41.6709977701867,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.4, 'e': 0.007049380236234538}",30,18,23.414670348517046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.4, 'e': 0.006978886433872193}",35,28,14.735358347830172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.4, 'e': 0.00690909756953347}",20,6,26.126532143826086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.4, 'e': 0.006840006593838136}",20,15,7.378179443810307,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.4, 'e': 0.006771606527899755}",25,17,17.078893368420577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.4, 'e': 0.0067038904626207565}",25,14,20.92197605023035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.4, 'e': 0.006636851557994549}",35,16,33.33641091019419,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.4, 'e': 0.006570483042414603}",30,15,29.68414709071639,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.4, 'e': 0.006504778211990457}",25,10,26.223361340406843,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.4, 'e': 0.006439730429870553}",20,9,19.607705907198174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.4, 'e': 0.006375333125571847}",20,9,22.15292970181413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.4, 'e': 0.006311579794316129}",25,8,30.464129289021056,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.4, 'e': 0.006248463996372967}",25,17,15.054983558229267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.4, 'e': 0.0061859793564092375}",20,16,5.947221392459912,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.4, 'e': 0.006124119562845145}",20,6,28.21297219370268,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.4, 'e': 0.0060628783672166935}",30,18,20.29614902856319,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.4, 'e': 0.006002249583544526}",30,17,25.403312676898604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.4, 'e': 0.005942227087709081}",25,13,23.226128416024068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.4, 'e': 0.00588280481683199}",30,18,26.037761168279033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.4, 'e': 0.005823976768663671}",30,23,14.221534725109107,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.4, 'e': 0.0057657370009770335}",25,17,17.499787027235836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.4, 'e': 0.005708079630967263}",20,11,15.599982974813559,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.4, 'e': 0.00565099883465759}",25,8,32.64526981082355,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.4, 'e': 0.005594488846311015}",25,20,9.268458176105796,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.4, 'e': 0.005538543957847904}",20,10,18.675961115732253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.4, 'e': 0.005483158518269426}",20,1,32.14822716985793,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.4, 'e': 0.005428326933086731}",20,9,23.760081428699458,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.4, 'e': 0.005374043663755864}",20,14,10.546194329481528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.4, 'e': 0.005320303227118305}",25,17,15.839091298557369,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.4, 'e': 0.005267100194847122}",30,23,13.385212263610942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.4, 'e': 0.005214429192898651}",20,14,10.977360497088078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.4, 'e': 0.005162284900969664}",25,13,24.30623784197898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.4, 'e': 0.005110662051959968}",30,15,27.255883397203306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.4, 'e': 0.005059555431440368}",25,13,27.565589254966884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.4, 'e': 0.005008959877125964}",25,11,24.09510212274796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.4, 'e': 0.0049588702783547045}",20,6,27.36586509711273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,6,44.59040255844696,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,11,14.353970609138411,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,24,10.823322139233667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,11,26.098339233494457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,9,29.252068904522062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,9,28.541313403951868,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,13,15.601926050873802,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,14,15.964314184146406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,7,29.153089974419167,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,20.08735494682935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,12,21.713400150645455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,17,18.052032366983678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,13,23.322801157090545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,10,17.543032287228225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,16,16.932823743116696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,17,18.178906501474557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,16,31.211124514159547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,10,26.712127817053744,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,20,10.807653468496408,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,17,16.538150455220844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,15,27.990230075972782,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,5,27.036266916901997,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",30,16,28.853089750155295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",35,26,17.612518664304712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",30,10,38.82774314209089,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,15,7.148212555599178,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,19,9.302913829574715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,14,21.099611728137788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
